,0,label
308,CD4 T 01,11
309,CD8 T 01,22
310,CD4 T 06,12
311,Myeloid 03,43
312,CD4 T 06,12
313,Myeloid 03,43
314,CD8 T 07,26
315,CD4 T 01,11
316,ILCs 16,39
317,CD4 T 06,12
318,ILCs 09,36
319,CD8 T 07,26
320,CD4 T 01,11
321,CD8 T 01,22
322,ILCs 09,36
323,Myeloid 03,43
324,ILCs 19,41
325,CD8 T 01,22
326,CD8 T 06,25
327,CD4 T 06,12
328,CD4 T 17,19
329,CD4 T 14,16
330,CD4 T 14,16
331,CD8 T 07,26
332,ILCs 19,41
333,CD4 T 01,11
334,CD8 T 01,22
335,CD8 T 17,30
336,Myeloid 03,43
337,B Cells 05,3
338,CD4 T 01,11
339,CD4 T 18,20
340,ILCs 09,36
341,CD8 T 01,22
342,ILCs 19,41
343,CD4 T 01,11
344,Others 01,49
345,CD4 T 01,11
346,CD4 T 06,12
347,ILCs 19,41
348,CD8 T 08,27
349,CD4 T 06,12
350,CD8 T 07,26
351,CD8 T 01,22
352,CD4 T 01,11
353,CD8 T 01,22
354,Myeloid 03,43
355,ILCs 02,33
356,CD4 T 01,11
357,CD8 T 07,26
358,ILCs 18,40
359,CD4 T 01,11
360,ILCs 19,41
361,CD4 T 06,12
362,CD4 T 01,11
363,ILCs 19,41
364,CD4 T 06,12
365,CD8 T 04,23
366,ILCs 09,36
367,ILCs 02,33
368,CD8 T 07,26
369,CD4 T 14,16
370,CD4 T 19,21
371,CD4 T 12,15
372,ILCs 01,32
373,CD4 T 01,11
374,CD4 T 12,15
375,CD4 T 06,12
376,Myeloid 03,43
377,ILCs 02,33
378,CD4 T 01,11
379,B Cells 19,8
380,CD8 T 01,22
381,CD8 T 01,22
382,B Cells 12,5
383,CD4 T 06,12
384,CD4 T 15,17
385,CD8 T 01,22
386,CD8 T 01,22
387,CD4 T 01,11
388,CD8 T 08,27
389,ILCs 01,32
390,CD4 T 06,12
391,CD4 T 06,12
392,CD4 T 06,12
393,ILCs 16,39
394,TCRgd 02,55
395,CD8 T 01,22
396,CD4 T 01,11
397,CD4 T 12,15
398,CD8 T 08,27
399,Myeloid 03,43
400,CD4 T 01,11
401,CD8 T 01,22
402,CD4 T 15,17
403,CD4 T 06,12
404,ILCs 19,41
405,CD8 T 07,26
406,CD4 T 06,12
407,CD4 T 01,11
408,CD8 T 01,22
409,CD8 T 01,22
410,CD4 T 18,20
411,B Cells 05,3
412,CD4 T 17,19
413,CD4 T 01,11
414,CD8 T 05,24
415,Myeloid 03,43
416,CD8 T 06,25
417,CD4 T 08,13
418,ILCs 19,41
419,CD4 T 12,15
420,CD8 T 06,25
421,CD8 T 01,22
422,ILCs 16,39
423,CD4 T 15,17
424,CD4 T 18,20
425,ILCs 19,41
426,CD8 T 01,22
427,CD4 T 18,20
428,CD4 T 01,11
429,CD4 T 06,12
430,CD8 T 08,27
431,CD8 T 07,26
432,CD4 T 06,12
433,CD8 T 07,26
434,CD8 T 07,26
435,CD4 T 01,11
436,B Cells 05,3
437,ILCs 09,36
438,CD4 T 01,11
439,CD4 T 01,11
440,CD4 T 01,11
441,B Cells 12,5
442,CD4 T 14,16
443,CD4 T 06,12
444,ILCs 02,33
445,CD8 T 06,25
446,CD4 T 17,19
447,CD4 T 01,11
448,CD4 T 01,11
449,CD4 T 01,11
450,ILCs 09,36
451,CD8 T 01,22
452,CD4 T 01,11
453,B Cells 21,9
454,CD8 T 07,26
455,CD4 T 17,19
456,CD8 T 01,22
457,ILCs 18,40
458,CD4 T 01,11
459,CD4 T 01,11
460,CD4 T 08,13
461,CD8 T 08,27
462,CD4 T 08,13
463,Others 01,49
464,CD8 T 06,25
465,CD8 T 01,22
466,Myeloid 03,43
467,CD4 T 14,16
468,CD8 T 07,26
469,ILCs 16,39
470,ILCs 04,35
471,CD8 T 01,22
472,CD8 T 01,22
473,CD4 T 01,11
474,ILCs 19,41
475,CD8 T 01,22
476,CD4 T 06,12
477,CD8 T 07,26
478,CD4 T 12,15
479,ILCs 18,40
480,CD4 T 06,12
481,CD4 T 14,16
482,CD8 T 01,22
483,CD4 T 01,11
484,CD4 T 16,18
485,ILCs 18,40
486,CD8 T 01,22
487,ILCs 19,41
488,CD8 T 01,22
489,CD8 T 01,22
490,CD4 T 01,11
491,CD4 T 01,11
492,CD8 T 07,26
493,CD4 T 01,11
494,CD8 T 07,26
495,CD8 T 08,27
496,CD4 T 14,16
497,B Cells 14,6
498,CD8 T 01,22
499,ILCs 16,39
500,CD4 T 14,16
501,Myeloid 03,43
502,CD8 T 08,27
503,Myeloid 03,43
504,CD4 T 01,11
505,CD8 T 06,25
506,CD4 T 01,11
507,CD4 T 06,12
508,CD4 T 01,11
509,CD8 T 01,22
510,CD8 T 01,22
511,CD4 T 01,11
512,CD4 T 01,11
513,CD8 T 04,23
514,CD4 T 18,20
515,CD4 T 17,19
516,Myeloid 17,45
517,Others 11,53
518,TCRgd 04,57
519,ILCs 09,36
520,ILCs 18,40
521,CD4 T 12,15
522,CD8 T 01,22
523,CD4 T 01,11
524,CD4 T 15,17
525,Others 02,50
526,CD8 T 01,22
527,CD8 T 17,30
528,CD8 T 14,29
529,CD8 T 07,26
530,CD4 T 14,16
531,CD4 T 14,16
532,CD4 T 01,11
533,ILCs 01,32
534,CD8 T 08,27
535,CD4 T 01,11
536,CD8 T 01,22
537,CD8 T 07,26
538,CD8 T 01,22
539,B Cells 19,8
540,B Cells 12,5
541,ILCs 19,41
542,Discard,31
543,Myeloid 03,43
544,CD8 T 01,22
545,ILCs 19,41
546,ILCs 16,39
547,TCRgd 02,55
548,CD4 T 01,11
549,CD4 T 06,12
550,CD4 T 06,12
551,CD8 T 01,22
552,CD4 T 01,11
553,CD4 T 18,20
554,CD4 T 01,11
555,Myeloid 03,43
556,CD8 T 08,27
557,CD4 T 06,12
558,CD4 T 14,16
559,CD4 T 01,11
560,CD4 T 18,20
561,CD8 T 05,24
562,CD8 T 01,22
563,CD4 T 06,12
564,ILCs 19,41
565,CD8 T 01,22
566,B Cells 05,3
567,CD4 T 01,11
568,B Cells 23,10
569,CD4 T 01,11
570,Others 11,53
571,Myeloid 03,43
572,CD4 T 08,13
573,CD4 T 08,13
574,CD8 T 01,22
575,B Cells 16,7
576,CD8 T 08,27
577,CD4 T 14,16
578,CD4 T 01,11
579,CD4 T 01,11
580,CD8 T 07,26
581,ILCs 16,39
582,CD8 T 10,28
583,CD4 T 06,12
584,CD8 T 01,22
585,CD8 T 01,22
586,CD4 T 01,11
587,CD4 T 06,12
588,CD8 T 07,26
589,CD8 T 01,22
590,CD4 T 01,11
591,CD4 T 06,12
592,CD8 T 17,30
593,CD8 T 05,24
594,CD8 T 07,26
595,CD4 T 01,11
596,B Cells 05,3
597,CD8 T 07,26
598,CD8 T 01,22
599,Discard,31
600,CD4 T 01,11
601,ILCs 16,39
602,Others 11,53
603,ILCs 18,40
604,CD4 T 14,16
605,ILCs 02,33
606,CD8 T 08,27
607,CD8 T 01,22
608,Others 11,53
609,CD8 T 01,22
610,CD8 T 04,23
611,CD8 T 08,27
612,ILCs 09,36
613,CD4 T 01,11
614,CD4 T 16,18
615,Myeloid 03,43
616,CD4 T 12,15
617,CD4 T 15,17
618,CD4 T 14,16
619,CD4 T 06,12
620,CD8 T 01,22
621,CD4 T 06,12
622,CD4 T 18,20
623,CD4 T 14,16
624,CD4 T 01,11
625,CD8 T 05,24
626,ILCs 16,39
627,CD4 T 16,18
628,CD4 T 06,12
629,CD4 T 06,12
630,CD4 T 01,11
631,ILCs 19,41
632,CD4 T 14,16
633,CD4 T 01,11
634,CD8 T 01,22
635,CD8 T 08,27
636,CD4 T 01,11
637,Myeloid 03,43
638,Myeloid 03,43
639,TCRgd 02,55
640,CD4 T 01,11
641,Myeloid 03,43
642,Myeloid 10,44
643,CD4 T 01,11
644,CD4 T 06,12
645,ILCs 19,41
646,CD4 T 12,15
647,CD4 T 01,11
648,CD4 T 14,16
649,CD8 T 05,24
650,CD8 T 01,22
651,B Cells 21,9
652,Myeloid 03,43
653,CD8 T 01,22
654,B Cells 05,3
655,CD4 T 01,11
656,ILCs 09,36
657,CD4 T 01,11
658,B Cells 12,5
659,CD4 T 01,11
660,Myeloid 03,43
661,CD4 T 01,11
662,CD4 T 08,13
663,CD8 T 01,22
664,CD8 T 07,26
665,CD4 T 16,18
666,CD4 T 11,14
667,CD8 T 01,22
668,CD8 T 01,22
669,CD4 T 01,11
670,Myeloid 17,45
671,CD4 T 01,11
672,CD4 T 01,11
673,Myeloid 03,43
674,CD4 T 01,11
675,B Cells 05,3
676,CD8 T 07,26
677,CD4 T 12,15
678,CD8 T 01,22
679,ILCs 18,40
680,ILCs 03,34
681,CD8 T 01,22
682,CD4 T 18,20
683,Myeloid 17,45
684,CD8 T 07,26
685,CD4 T 06,12
686,CD4 T 01,11
687,Myeloid 03,43
688,Myeloid 03,43
689,ILCs 18,40
690,B Cells 05,3
691,B Cells 05,3
692,ILCs 19,41
693,CD4 T 06,12
694,CD8 T 05,24
695,CD8 T 01,22
696,CD4 T 01,11
697,Myeloid 03,43
698,CD4 T 08,13
699,CD8 T 07,26
700,CD4 T 14,16
701,CD4 T 11,14
702,CD8 T 05,24
703,CD8 T 07,26
704,CD8 T 01,22
705,CD8 T 08,27
706,ILCs 19,41
707,CD4 T 15,17
708,CD4 T 14,16
709,Myeloid 03,43
710,CD4 T 14,16
711,B Cells 14,6
712,CD4 T 01,11
713,CD4 T 14,16
714,CD4 T 06,12
715,CD8 T 01,22
716,CD4 T 01,11
717,CD4 T 01,11
718,B Cells 19,8
719,CD4 T 06,12
720,CD8 T 06,25
721,CD8 T 01,22
722,Myeloid 03,43
723,TCRgd 01,54
724,CD4 T 01,11
725,ILCs 09,36
726,TCRgd 02,55
727,CD8 T 01,22
728,Myeloid 03,43
729,CD4 T 01,11
730,CD8 T 01,22
731,CD4 T 14,16
732,CD8 T 01,22
733,CD4 T 16,18
734,CD4 T 01,11
735,CD4 T 06,12
736,ILCs 04,35
737,CD4 T 14,16
738,Myeloid 03,43
739,CD4 T 01,11
740,CD8 T 17,30
741,CD8 T 07,26
742,CD4 T 01,11
743,CD8 T 07,26
744,CD4 T 08,13
745,CD4 T 14,16
746,CD4 T 14,16
747,CD4 T 01,11
748,CD4 T 12,15
749,CD4 T 01,11
750,CD8 T 07,26
751,CD8 T 01,22
752,CD8 T 17,30
753,ILCs 19,41
754,B Cells 14,6
755,Myeloid 03,43
756,ILCs 09,36
757,B Cells 16,7
758,B Cells 05,3
759,B Cells 05,3
760,B Cells 05,3
761,B Cells 16,7
762,CD4 T 08,13
763,CD4 T 01,11
764,CD4 T 06,12
765,CD4 T 06,12
766,CD8 T 05,24
767,B Cells 05,3
768,ILCs 19,41
769,CD4 T 17,19
770,CD4 T 01,11
771,ILCs 09,36
772,CD4 T 06,12
773,CD4 T 14,16
774,CD4 T 01,11
775,CD4 T 06,12
776,B Cells 19,8
777,CD4 T 08,13
778,B Cells 16,7
779,CD4 T 01,11
780,CD8 T 01,22
781,CD4 T 01,11
782,CD4 T 01,11
783,CD4 T 01,11
784,CD4 T 01,11
785,Others 11,53
786,CD4 T 01,11
787,CD4 T 01,11
788,Myeloid 10,44
789,ILCs 09,36
790,CD8 T 01,22
791,CD4 T 01,11
792,CD8 T 06,25
793,Myeloid 03,43
794,CD4 T 06,12
795,CD8 T 17,30
796,B Cells 05,3
797,CD8 T 01,22
798,ILCs 19,41
799,ILCs 18,40
800,CD8 T 01,22
801,CD8 T 05,24
802,CD4 T 14,16
803,CD4 T 08,13
804,CD4 T 15,17
805,CD4 T 01,11
806,CD4 T 01,11
807,B Cells 16,7
808,CD4 T 01,11
809,Myeloid 03,43
810,CD4 T 18,20
811,ILCs 19,41
812,CD4 T 01,11
813,CD4 T 01,11
814,CD4 T 12,15
815,ILCs 19,41
816,CD4 T 01,11
817,CD8 T 01,22
818,CD8 T 17,30
819,CD8 T 01,22
820,CD4 T 06,12
821,CD4 T 01,11
822,TCRgd 02,55
823,CD4 T 06,12
824,CD4 T 01,11
825,CD4 T 01,11
826,B Cells 16,7
827,CD4 T 01,11
828,B Cells 12,5
829,Myeloid 03,43
830,CD4 T 01,11
831,CD8 T 01,22
832,CD4 T 01,11
833,CD4 T 01,11
834,ILCs 01,32
835,CD4 T 06,12
836,Myeloid 10,44
837,CD8 T 05,24
838,CD8 T 01,22
839,B Cells 21,9
840,CD8 T 07,26
841,CD4 T 06,12
842,CD4 T 01,11
843,B Cells 05,3
844,CD4 T 06,12
845,CD8 T 07,26
846,CD4 T 16,18
847,CD4 T 06,12
848,ILCs 19,41
849,CD8 T 04,23
850,CD4 T 14,16
851,CD4 T 01,11
852,CD4 T 01,11
853,B Cells 16,7
854,CD8 T 06,25
855,CD4 T 01,11
856,B Cells 05,3
857,CD8 T 04,23
858,CD4 T 01,11
859,ILCs 11,38
860,CD4 T 12,15
861,TCRgd 03,56
862,CD8 T 01,22
863,CD8 T 01,22
864,CD4 T 14,16
865,CD4 T 01,11
866,CD8 T 08,27
867,TCRgd 04,57
868,CD8 T 08,27
869,CD4 T 06,12
870,ILCs 19,41
871,CD8 T 05,24
872,CD4 T 01,11
873,B Cells 05,3
874,CD8 T 06,25
875,CD4 T 11,14
876,CD8 T 01,22
877,CD8 T 01,22
878,CD4 T 01,11
879,CD4 T 01,11
880,B Cells 19,8
881,Myeloid 03,43
882,CD4 T 01,11
883,CD4 T 01,11
884,CD4 T 01,11
885,CD4 T 01,11
886,CD8 T 06,25
887,CD8 T 01,22
888,CD4 T 01,11
889,CD4 T 01,11
890,CD4 T 16,18
891,B Cells 05,3
892,CD8 T 05,24
893,CD4 T 11,14
894,CD4 T 01,11
895,CD8 T 01,22
896,CD8 T 14,29
897,CD4 T 18,20
898,CD4 T 01,11
899,CD8 T 01,22
900,ILCs 09,36
901,CD8 T 05,24
902,CD8 T 01,22
903,CD8 T 01,22
904,CD4 T 01,11
905,B Cells 16,7
906,CD4 T 01,11
907,CD4 T 18,20
908,B Cells 02,1
909,CD4 T 14,16
910,CD4 T 01,11
911,CD8 T 01,22
912,CD4 T 01,11
913,CD4 T 01,11
914,CD4 T 06,12
915,CD8 T 01,22
916,CD4 T 18,20
917,ILCs 19,41
918,CD4 T 01,11
919,CD4 T 01,11
920,CD8 T 01,22
921,CD8 T 01,22
922,CD4 T 01,11
923,ILCs 19,41
924,CD4 T 01,11
925,CD4 T 18,20
926,CD8 T 07,26
927,CD4 T 12,15
928,CD4 T 08,13
929,ILCs 19,41
930,CD8 T 17,30
931,Myeloid 17,45
932,CD4 T 11,14
933,B Cells 05,3
934,CD8 T 07,26
935,CD8 T 01,22
936,CD8 T 07,26
937,B Cells 12,5
938,CD8 T 06,25
939,CD8 T 01,22
940,CD4 T 17,19
941,CD4 T 12,15
942,CD8 T 04,23
943,CD8 T 05,24
944,CD4 T 18,20
945,CD4 T 01,11
946,B Cells 21,9
947,CD8 T 01,22
948,CD4 T 15,17
949,B Cells 05,3
950,CD4 T 01,11
951,ILCs 19,41
952,CD4 T 06,12
953,CD4 T 06,12
954,CD4 T 01,11
955,CD4 T 06,12
956,CD8 T 08,27
957,CD8 T 01,22
958,B Cells 12,5
959,CD4 T 01,11
960,CD4 T 15,17
961,ILCs 19,41
962,ILCs 09,36
963,CD4 T 01,11
964,CD4 T 01,11
965,Myeloid 03,43
966,CD8 T 01,22
967,B Cells 05,3
968,CD8 T 05,24
969,ILCs 19,41
970,CD4 T 06,12
971,CD8 T 07,26
972,CD4 T 01,11
973,Myeloid 03,43
974,CD4 T 16,18
975,CD4 T 01,11
976,CD4 T 01,11
977,B Cells 05,3
978,CD4 T 01,11
979,CD8 T 07,26
980,CD8 T 01,22
981,CD4 T 01,11
982,CD4 T 06,12
983,ILCs 19,41
984,CD8 T 01,22
985,CD4 T 01,11
986,CD4 T 01,11
987,CD4 T 01,11
988,CD4 T 14,16
989,CD4 T 01,11
990,Others 11,53
991,CD4 T 01,11
992,ILCs 19,41
993,ILCs 18,40
994,CD4 T 01,11
995,CD8 T 01,22
996,CD8 T 01,22
997,CD8 T 01,22
998,CD8 T 01,22
999,CD8 T 01,22
1000,CD8 T 06,25
1001,CD4 T 06,12
1002,CD4 T 15,17
1003,CD4 T 01,11
1004,Myeloid 03,43
1005,CD4 T 18,20
1006,CD4 T 01,11
1007,CD4 T 01,11
1008,CD8 T 07,26
1009,CD4 T 06,12
1010,CD4 T 14,16
1011,CD4 T 08,13
1012,CD4 T 06,12
1013,CD4 T 14,16
1014,CD4 T 01,11
1015,CD8 T 07,26
1016,B Cells 05,3
1017,B Cells 12,5
1018,Myeloid 03,43
1019,ILCs 18,40
1020,B Cells 05,3
1021,CD4 T 01,11
1022,ILCs 19,41
1023,CD4 T 01,11
1024,CD8 T 01,22
1025,CD4 T 14,16
1026,CD8 T 01,22
1027,CD8 T 01,22
1028,ILCs 19,41
1029,CD4 T 06,12
1030,CD4 T 15,17
1031,ILCs 19,41
1032,CD4 T 01,11
1033,CD4 T 06,12
1034,CD4 T 01,11
1035,ILCs 19,41
1036,CD8 T 01,22
1037,CD4 T 01,11
1038,CD8 T 01,22
1039,Discard,31
1040,CD4 T 01,11
1041,CD4 T 01,11
1042,CD4 T 06,12
1043,CD4 T 01,11
1044,CD8 T 01,22
1045,CD4 T 01,11
1046,CD8 T 01,22
1047,CD4 T 01,11
1048,ILCs 01,32
1049,ILCs 01,32
1050,CD4 T 01,11
1051,ILCs 18,40
1052,CD8 T 01,22
1053,B Cells 16,7
1054,CD4 T 11,14
1055,ILCs 18,40
1056,ILCs 18,40
1057,ILCs 19,41
1058,CD4 T 14,16
1059,CD4 T 06,12
1060,CD4 T 01,11
1061,CD4 T 16,18
1062,CD8 T 04,23
1063,CD4 T 06,12
1064,CD8 T 07,26
1065,CD4 T 01,11
1066,ILCs 19,41
1067,ILCs 09,36
1068,CD8 T 01,22
1069,ILCs 19,41
1070,ILCs 19,41
1071,CD4 T 01,11
1072,CD8 T 01,22
1073,CD4 T 08,13
1074,CD4 T 01,11
1075,CD8 T 01,22
1076,CD4 T 18,20
1077,CD4 T 06,12
1078,CD8 T 07,26
1079,Discard,31
1080,CD4 T 12,15
1081,CD8 T 01,22
1082,CD4 T 01,11
1083,CD4 T 06,12
1084,CD4 T 06,12
1085,CD4 T 01,11
1086,CD4 T 01,11
1087,CD4 T 01,11
1088,CD8 T 06,25
1089,CD4 T 12,15
1090,CD8 T 01,22
1091,CD8 T 01,22
1092,ILCs 19,41
1093,CD4 T 01,11
1094,CD8 T 07,26
1095,CD8 T 06,25
1096,CD8 T 01,22
1097,CD4 T 01,11
1098,CD4 T 01,11
1099,Others 02,50
1100,CD4 T 14,16
1101,CD8 T 01,22
1102,CD4 T 14,16
1103,ILCs 18,40
1104,Others 11,53
1105,CD8 T 01,22
1106,CD4 T 01,11
1107,CD4 T 01,11
1108,B Cells 16,7
1109,CD4 T 01,11
1110,CD4 T 06,12
1111,CD8 T 06,25
1112,CD4 T 01,11
1113,ILCs 19,41
1114,CD4 T 08,13
1115,CD4 T 17,19
1116,ILCs 16,39
1117,CD4 T 06,12
1118,Others 01,49
1119,CD8 T 01,22
1120,CD8 T 01,22
1121,CD4 T 06,12
1122,CD8 T 06,25
1123,CD4 T 01,11
1124,CD4 T 14,16
1125,CD4 T 01,11
1126,ILCs 19,41
1127,CD4 T 14,16
1128,B Cells 12,5
1129,Myeloid 03,43
1130,CD8 T 04,23
1131,ILCs 19,41
1132,CD4 T 01,11
1133,CD8 T 01,22
1134,CD4 T 01,11
1135,CD4 T 06,12
1136,CD8 T 01,22
1137,Myeloid 03,43
1138,CD8 T 08,27
1139,CD4 T 01,11
1140,CD8 T 01,22
1141,CD4 T 06,12
1142,CD4 T 01,11
1143,CD4 T 06,12
1144,Myeloid 03,43
1145,CD4 T 14,16
1146,CD4 T 01,11
1147,CD8 T 06,25
1148,CD8 T 07,26
1149,CD8 T 07,26
1150,CD4 T 01,11
1151,CD8 T 05,24
1152,CD4 T 14,16
1153,ILCs 19,41
1154,Discard,31
1155,CD4 T 01,11
1156,ILCs 19,41
1157,CD8 T 08,27
1158,CD4 T 14,16
1159,ILCs 19,41
1160,B Cells 16,7
1161,CD4 T 18,20
1162,CD4 T 06,12
1163,CD8 T 08,27
1164,CD4 T 01,11
1165,CD4 T 01,11
1166,CD4 T 01,11
1167,CD8 T 01,22
1168,ILCs 19,41
1169,B Cells 12,5
1170,CD8 T 17,30
1171,CD8 T 01,22
1172,CD4 T 06,12
1173,CD4 T 15,17
1174,ILCs 19,41
