,0,label
139,CD4 T 15,17
140,CD4 T 15,17
141,CD4 T 14,16
142,CD4 T 06,12
143,CD4 T 01,11
144,CD4 T 16,18
145,CD4 T 01,11
146,CD4 T 01,11
147,B Cells 19,8
148,CD4 T 14,16
149,CD4 T 01,11
150,CD4 T 14,16
151,B Cells 05,3
152,CD4 T 12,15
153,CD4 T 14,16
154,CD4 T 01,11
155,CD4 T 01,11
156,CD8 T 07,26
157,CD4 T 06,12
158,Myeloid 17,45
159,CD4 T 17,19
160,CD4 T 01,11
161,CD4 T 06,12
162,CD4 T 01,11
163,Discard,31
164,CD4 T 12,15
165,CD4 T 06,12
166,CD4 T 08,13
167,CD4 T 15,17
168,B Cells 05,3
169,CD4 T 12,15
170,CD8 T 01,22
171,CD4 T 06,12
172,CD4 T 01,11
173,B Cells 05,3
174,Myeloid 03,43
175,CD4 T 01,11
176,CD8 T 17,30
177,CD4 T 11,14
178,CD8 T 05,24
179,CD4 T 01,11
180,CD4 T 01,11
181,CD4 T 01,11
182,B Cells 05,3
183,CD4 T 01,11
184,CD4 T 14,16
185,CD4 T 01,11
186,CD4 T 01,11
187,CD4 T 01,11
188,CD4 T 12,15
189,CD4 T 14,16
190,B Cells 19,8
191,CD4 T 01,11
192,CD4 T 06,12
193,CD8 T 05,24
194,CD4 T 01,11
195,CD4 T 01,11
196,CD4 T 12,15
197,CD4 T 01,11
198,Myeloid 03,43
199,CD4 T 01,11
200,CD4 T 18,20
201,Myeloid 03,43
202,CD8 T 07,26
203,CD4 T 12,15
204,CD4 T 01,11
205,CD4 T 06,12
206,CD4 T 15,17
207,CD4 T 06,12
208,CD4 T 12,15
209,CD4 T 06,12
210,CD4 T 01,11
211,CD8 T 01,22
212,CD4 T 01,11
213,CD4 T 01,11
214,CD8 T 01,22
215,CD4 T 12,15
216,CD4 T 12,15
217,CD4 T 01,11
218,CD4 T 08,13
219,CD4 T 06,12
220,CD8 T 07,26
221,CD4 T 14,16
222,CD4 T 01,11
223,CD8 T 01,22
224,CD4 T 14,16
225,CD4 T 08,13
226,CD4 T 11,14
227,CD4 T 01,11
228,B Cells 19,8
229,Myeloid 03,43
230,CD4 T 01,11
231,CD8 T 01,22
232,CD4 T 06,12
233,ILCs 01,32
234,TCRgd 01,54
235,CD4 T 01,11
236,CD4 T 01,11
237,CD4 T 01,11
238,CD4 T 12,15
239,CD4 T 12,15
240,CD8 T 01,22
241,B Cells 05,3
242,CD8 T 17,30
243,CD4 T 06,12
244,Myeloid 03,43
245,CD4 T 01,11
246,CD4 T 12,15
247,B Cells 05,3
248,CD4 T 01,11
249,CD4 T 01,11
250,CD4 T 01,11
251,CD4 T 01,11
252,CD4 T 16,18
253,CD4 T 01,11
254,CD4 T 12,15
255,CD4 T 16,18
256,B Cells 05,3
257,CD4 T 06,12
258,CD8 T 01,22
259,CD4 T 06,12
260,CD4 T 17,19
261,CD4 T 14,16
262,CD8 T 01,22
263,CD4 T 01,11
264,Others 11,53
265,CD4 T 12,15
266,CD8 T 08,27
267,CD4 T 01,11
268,CD4 T 06,12
269,CD4 T 14,16
270,CD4 T 12,15
271,CD4 T 14,16
272,CD4 T 15,17
273,CD4 T 06,12
274,TCRgd 02,55
275,CD8 T 01,22
276,CD4 T 06,12
277,CD8 T 05,24
278,CD4 T 17,19
279,CD4 T 06,12
280,B Cells 12,5
281,B Cells 12,5
282,CD4 T 18,20
283,CD8 T 01,22
284,B Cells 16,7
285,CD4 T 01,11
286,CD4 T 01,11
287,CD4 T 01,11
288,CD4 T 01,11
289,CD4 T 06,12
290,CD4 T 06,12
291,CD4 T 01,11
292,CD4 T 01,11
293,CD8 T 01,22
294,CD4 T 18,20
295,CD4 T 01,11
296,CD8 T 01,22
297,CD4 T 17,19
298,CD4 T 17,19
299,CD4 T 01,11
300,CD4 T 01,11
301,Others 01,49
302,CD8 T 01,22
303,CD4 T 01,11
304,B Cells 12,5
305,CD8 T 08,27
306,CD4 T 12,15
307,CD4 T 17,19
308,CD8 T 05,24
309,CD4 T 01,11
310,CD4 T 01,11
311,CD4 T 06,12
312,CD8 T 01,22
313,CD4 T 15,17
314,CD4 T 01,11
315,CD4 T 01,11
316,CD8 T 06,25
317,CD4 T 01,11
318,CD4 T 06,12
319,CD4 T 06,12
320,CD4 T 01,11
321,CD4 T 01,11
322,CD4 T 06,12
323,CD4 T 14,16
324,CD4 T 11,14
325,CD4 T 01,11
326,CD8 T 01,22
327,B Cells 05,3
328,CD4 T 12,15
329,CD4 T 06,12
330,B Cells 05,3
331,Myeloid 17,45
332,CD4 T 16,18
333,CD4 T 01,11
334,Others 11,53
335,Myeloid 17,45
336,CD4 T 12,15
337,CD4 T 01,11
338,CD8 T 06,25
339,B Cells 05,3
340,CD4 T 01,11
341,CD4 T 06,12
342,CD4 T 17,19
343,CD4 T 01,11
344,CD4 T 06,12
345,CD4 T 01,11
346,CD4 T 12,15
347,CD4 T 08,13
348,CD4 T 14,16
349,CD4 T 01,11
350,CD4 T 12,15
351,CD4 T 12,15
352,CD4 T 06,12
353,Myeloid 03,43
354,CD4 T 14,16
355,CD4 T 01,11
356,CD4 T 01,11
357,CD4 T 01,11
358,CD8 T 05,24
359,CD8 T 07,26
360,CD4 T 14,16
361,CD4 T 15,17
362,CD4 T 01,11
363,CD4 T 06,12
364,CD4 T 15,17
365,CD4 T 01,11
366,CD4 T 06,12
367,CD4 T 06,12
368,CD8 T 05,24
369,CD4 T 01,11
370,CD8 T 07,26
371,CD8 T 01,22
372,CD4 T 01,11
373,CD4 T 01,11
374,CD8 T 07,26
375,CD4 T 01,11
376,CD4 T 01,11
377,CD4 T 01,11
378,TCRgd 02,55
379,CD8 T 01,22
380,TCRgd 02,55
381,CD8 T 05,24
382,B Cells 19,8
383,CD8 T 07,26
384,CD4 T 06,12
385,CD8 T 06,25
386,CD4 T 14,16
387,B Cells 19,8
388,CD4 T 01,11
389,CD8 T 01,22
390,CD4 T 06,12
391,B Cells 19,8
392,CD4 T 01,11
393,CD4 T 15,17
394,CD8 T 07,26
395,CD4 T 01,11
396,CD4 T 15,17
397,CD4 T 01,11
398,CD4 T 06,12
399,CD4 T 01,11
400,CD4 T 14,16
401,CD4 T 12,15
402,TCRgd 03,56
403,CD4 T 14,16
404,CD4 T 01,11
405,CD8 T 01,22
406,Myeloid 03,43
407,CD4 T 01,11
408,CD4 T 06,12
409,CD4 T 01,11
410,TCRgd 03,56
411,CD4 T 12,15
412,CD4 T 14,16
413,CD4 T 01,11
414,CD4 T 01,11
415,CD4 T 12,15
416,CD4 T 01,11
417,CD4 T 14,16
418,CD4 T 17,19
419,B Cells 03,2
420,CD4 T 06,12
421,CD4 T 18,20
422,CD4 T 15,17
423,CD4 T 06,12
424,CD4 T 12,15
425,CD4 T 01,11
426,CD4 T 12,15
427,CD4 T 17,19
428,CD8 T 01,22
429,CD4 T 12,15
430,CD4 T 06,12
431,CD8 T 01,22
432,CD4 T 01,11
433,CD4 T 15,17
434,CD4 T 01,11
435,CD4 T 06,12
436,B Cells 05,3
437,CD8 T 06,25
438,TCRgd 02,55
439,CD4 T 06,12
440,B Cells 19,8
441,B Cells 19,8
442,CD4 T 15,17
443,CD4 T 14,16
444,CD4 T 06,12
445,CD4 T 01,11
446,CD4 T 14,16
447,Myeloid 03,43
448,ILCs 09,36
449,B Cells 05,3
450,TCRgd 02,55
451,CD4 T 06,12
452,CD4 T 06,12
453,CD4 T 14,16
454,CD4 T 14,16
455,B Cells 14,6
456,CD8 T 01,22
457,CD4 T 06,12
458,CD4 T 16,18
459,CD4 T 01,11
460,TCRgd 01,54
461,CD4 T 01,11
462,CD4 T 16,18
463,CD4 T 01,11
464,CD4 T 06,12
465,CD4 T 12,15
466,CD4 T 14,16
467,CD4 T 01,11
468,CD4 T 14,16
469,Myeloid 03,43
470,CD4 T 17,19
471,CD4 T 06,12
472,CD4 T 01,11
473,Myeloid 03,43
474,CD4 T 01,11
475,CD4 T 01,11
476,CD4 T 12,15
477,CD4 T 12,15
478,CD4 T 12,15
479,CD4 T 18,20
480,Others 11,53
481,CD4 T 06,12
482,CD8 T 01,22
483,CD8 T 05,24
484,CD4 T 01,11
485,Myeloid 03,43
486,CD8 T 01,22
487,CD4 T 17,19
488,CD4 T 12,15
489,B Cells 19,8
490,CD8 T 01,22
491,CD4 T 12,15
492,CD4 T 01,11
493,CD4 T 06,12
494,TCRgd 01,54
495,CD4 T 18,20
496,CD4 T 01,11
497,CD4 T 06,12
498,CD4 T 01,11
499,CD8 T 01,22
500,CD4 T 01,11
501,CD4 T 08,13
502,CD4 T 14,16
503,CD4 T 06,12
504,Others 01,49
505,CD4 T 06,12
506,CD4 T 01,11
507,ILCs 19,41
508,CD4 T 06,12
509,CD4 T 06,12
510,CD8 T 01,22
511,CD4 T 17,19
512,CD4 T 15,17
513,CD8 T 01,22
514,CD4 T 16,18
515,CD4 T 01,11
516,CD4 T 01,11
517,CD8 T 05,24
518,CD4 T 12,15
519,Others 01,49
520,CD4 T 06,12
521,CD8 T 07,26
522,CD4 T 01,11
523,CD8 T 01,22
524,CD4 T 06,12
525,Others 01,49
526,CD4 T 01,11
527,CD4 T 18,20
528,CD4 T 17,19
529,CD4 T 12,15
530,CD4 T 01,11
531,CD4 T 01,11
532,CD4 T 01,11
533,TCRgd 01,54
534,CD8 T 01,22
535,B Cells 05,3
536,CD8 T 05,24
537,CD8 T 05,24
538,CD4 T 08,13
539,CD4 T 06,12
540,CD4 T 17,19
541,B Cells 05,3
542,CD8 T 05,24
543,CD4 T 01,11
544,CD4 T 01,11
545,CD4 T 01,11
546,CD8 T 05,24
547,CD8 T 05,24
548,CD4 T 01,11
549,CD4 T 17,19
550,CD4 T 14,16
551,CD4 T 06,12
552,CD8 T 01,22
553,CD4 T 01,11
554,B Cells 19,8
555,CD4 T 01,11
556,CD4 T 01,11
557,CD4 T 01,11
558,CD8 T 01,22
559,B Cells 05,3
560,B Cells 19,8
561,B Cells 03,2
562,CD4 T 12,15
563,CD8 T 01,22
564,CD4 T 01,11
565,CD4 T 14,16
566,CD4 T 14,16
567,CD4 T 01,11
568,CD4 T 01,11
569,CD4 T 17,19
570,CD4 T 15,17
571,CD4 T 14,16
572,Others 01,49
573,Discard,31
574,CD4 T 12,15
575,CD4 T 01,11
576,CD4 T 01,11
577,TCRgd 02,55
578,TCRgd 02,55
579,ILCs 09,36
580,CD4 T 06,12
581,CD8 T 01,22
582,CD4 T 12,15
583,CD8 T 05,24
584,CD4 T 15,17
585,CD4 T 01,11
586,CD4 T 06,12
587,CD4 T 06,12
588,CD4 T 01,11
589,CD4 T 12,15
590,CD4 T 01,11
591,CD8 T 01,22
592,Others 11,53
593,B Cells 05,3
594,CD4 T 14,16
595,CD4 T 01,11
596,CD4 T 16,18
597,CD4 T 06,12
598,B Cells 19,8
599,CD4 T 12,15
600,CD4 T 16,18
601,CD4 T 08,13
602,CD4 T 01,11
603,CD4 T 14,16
604,CD4 T 12,15
605,CD4 T 01,11
606,Myeloid 03,43
607,CD8 T 07,26
608,Myeloid 03,43
609,CD4 T 14,16
610,CD4 T 18,20
611,CD4 T 18,20
612,CD8 T 01,22
613,B Cells 05,3
614,Others 11,53
615,CD4 T 01,11
616,CD8 T 01,22
617,Myeloid 03,43
618,CD4 T 12,15
619,CD4 T 15,17
620,CD4 T 15,17
621,CD4 T 06,12
622,CD4 T 14,16
623,CD4 T 01,11
624,CD4 T 18,20
625,CD4 T 01,11
626,CD8 T 01,22
627,CD8 T 01,22
628,CD4 T 18,20
629,CD8 T 01,22
630,Myeloid 10,44
631,TCRgd 02,55
632,CD4 T 17,19
633,CD4 T 01,11
634,CD4 T 12,15
635,CD8 T 05,24
636,ILCs 09,36
637,CD4 T 01,11
638,CD4 T 06,12
639,CD4 T 12,15
640,CD4 T 01,11
641,CD4 T 01,11
642,CD4 T 01,11
643,CD4 T 14,16
644,CD8 T 01,22
645,CD4 T 01,11
646,CD4 T 01,11
647,Discard,31
648,B Cells 05,3
649,CD4 T 01,11
650,TCRgd 01,54
651,B Cells 05,3
652,CD4 T 18,20
653,CD4 T 06,12
654,CD4 T 01,11
655,CD4 T 01,11
656,CD4 T 01,11
657,CD4 T 12,15
658,CD4 T 17,19
659,CD4 T 15,17
660,TCRgd 01,54
661,CD4 T 12,15
662,CD4 T 01,11
663,CD4 T 01,11
664,CD4 T 01,11
665,CD4 T 14,16
666,CD4 T 17,19
667,CD4 T 06,12
668,CD4 T 14,16
669,CD8 T 01,22
670,CD4 T 01,11
671,B Cells 05,3
672,CD4 T 14,16
673,CD4 T 06,12
674,CD4 T 01,11
675,CD4 T 01,11
676,CD4 T 08,13
677,CD4 T 08,13
678,CD4 T 06,12
679,CD4 T 01,11
680,CD8 T 01,22
681,B Cells 05,3
682,CD4 T 01,11
683,CD4 T 01,11
684,CD4 T 01,11
685,Myeloid 03,43
686,Myeloid 17,45
687,CD4 T 15,17
688,CD4 T 06,12
689,B Cells 05,3
690,CD4 T 17,19
691,CD4 T 06,12
692,CD4 T 01,11
693,CD8 T 01,22
694,CD4 T 12,15
695,CD4 T 01,11
696,CD8 T 01,22
697,CD4 T 06,12
698,B Cells 05,3
699,CD4 T 01,11
700,B Cells 19,8
701,CD4 T 01,11
702,CD4 T 18,20
703,CD4 T 17,19
704,CD4 T 12,15
705,CD4 T 01,11
706,CD4 T 01,11
707,CD4 T 14,16
708,CD4 T 18,20
709,Others 11,53
710,CD4 T 06,12
711,CD4 T 01,11
712,CD4 T 14,16
713,CD8 T 05,24
714,CD4 T 06,12
715,CD4 T 17,19
716,CD4 T 01,11
717,CD8 T 01,22
718,CD8 T 07,26
719,CD4 T 01,11
720,CD4 T 18,20
721,CD4 T 14,16
722,CD4 T 01,11
723,Myeloid 21,48
724,CD4 T 06,12
725,CD4 T 17,19
726,CD4 T 01,11
727,CD4 T 06,12
728,Myeloid 03,43
729,CD4 T 01,11
730,CD4 T 01,11
731,CD8 T 05,24
732,CD4 T 01,11
733,CD4 T 01,11
734,CD4 T 14,16
735,CD4 T 01,11
736,CD4 T 12,15
737,CD4 T 01,11
738,B Cells 05,3
739,B Cells 05,3
740,CD4 T 18,20
741,CD4 T 01,11
742,Myeloid 03,43
743,CD4 T 12,15
744,B Cells 21,9
745,CD4 T 14,16
746,CD4 T 06,12
747,CD4 T 15,17
748,CD4 T 06,12
749,CD4 T 01,11
750,CD4 T 01,11
751,CD4 T 06,12
752,CD4 T 01,11
753,CD4 T 01,11
754,CD4 T 01,11
755,CD4 T 01,11
756,CD8 T 01,22
757,CD4 T 01,11
758,CD8 T 05,24
759,CD4 T 01,11
760,CD4 T 01,11
761,CD8 T 06,25
762,CD4 T 01,11
763,CD4 T 17,19
764,CD4 T 06,12
765,CD8 T 01,22
766,CD4 T 01,11
767,CD4 T 01,11
768,CD8 T 01,22
769,CD8 T 01,22
770,CD4 T 17,19
771,CD4 T 01,11
772,B Cells 05,3
773,CD8 T 01,22
774,CD4 T 14,16
775,CD4 T 06,12
776,CD8 T 08,27
777,CD4 T 06,12
778,CD4 T 01,11
779,ILCs 16,39
780,CD4 T 17,19
781,CD4 T 06,12
782,CD4 T 06,12
783,CD4 T 14,16
784,CD4 T 01,11
785,ILCs 16,39
786,CD8 T 01,22
787,CD8 T 17,30
788,CD4 T 06,12
789,CD4 T 01,11
790,CD4 T 06,12
791,CD4 T 01,11
792,CD4 T 18,20
793,CD4 T 15,17
794,CD4 T 01,11
795,CD4 T 11,14
796,CD8 T 07,26
797,CD4 T 12,15
798,CD4 T 12,15
799,CD4 T 06,12
800,CD4 T 01,11
801,CD4 T 17,19
802,CD4 T 06,12
803,CD4 T 01,11
804,CD4 T 01,11
805,CD4 T 16,18
806,CD4 T 06,12
807,CD4 T 18,20
808,Myeloid 03,43
809,CD4 T 16,18
810,CD4 T 15,17
811,CD4 T 17,19
812,CD4 T 14,16
813,CD8 T 01,22
814,CD4 T 01,11
815,CD8 T 08,27
816,CD4 T 18,20
817,CD8 T 01,22
818,CD4 T 06,12
819,CD4 T 18,20
820,CD4 T 18,20
821,CD8 T 05,24
822,CD8 T 05,24
823,CD4 T 17,19
824,CD4 T 06,12
825,CD4 T 01,11
826,Myeloid 17,45
827,CD4 T 15,17
828,CD4 T 18,20
829,CD8 T 05,24
830,CD4 T 06,12
831,CD8 T 01,22
832,CD8 T 01,22
833,CD4 T 01,11
834,CD8 T 05,24
835,CD4 T 01,11
836,CD4 T 01,11
837,CD4 T 06,12
838,CD4 T 01,11
839,TCRgd 02,55
840,CD4 T 17,19
841,CD8 T 01,22
842,CD4 T 01,11
843,CD4 T 14,16
844,Myeloid 03,43
845,CD4 T 06,12
846,CD4 T 01,11
847,CD4 T 08,13
848,CD4 T 01,11
849,CD4 T 01,11
850,Discard,31
851,CD4 T 01,11
852,CD8 T 07,26
853,CD4 T 06,12
854,ILCs 09,36
855,CD4 T 08,13
856,CD4 T 17,19
857,CD4 T 06,12
858,CD4 T 01,11
859,CD8 T 01,22
860,CD4 T 06,12
861,TCRgd 01,54
862,CD4 T 06,12
863,B Cells 19,8
864,CD4 T 01,11
865,CD4 T 17,19
866,TCRgd 02,55
867,CD4 T 06,12
868,CD8 T 01,22
869,CD4 T 01,11
870,CD4 T 16,18
871,CD4 T 18,20
872,CD4 T 01,11
873,CD4 T 01,11
874,CD8 T 01,22
875,CD4 T 17,19
876,CD4 T 06,12
877,ILCs 11,38
878,CD8 T 01,22
879,CD4 T 15,17
880,CD8 T 01,22
881,CD4 T 12,15
882,CD4 T 01,11
883,CD4 T 01,11
884,Myeloid 03,43
885,CD4 T 01,11
886,CD4 T 01,11
887,CD4 T 01,11
888,CD4 T 15,17
889,CD4 T 06,12
890,ILCs 09,36
891,CD4 T 01,11
892,CD4 T 01,11
893,CD4 T 01,11
894,CD8 T 04,23
895,CD4 T 06,12
896,CD4 T 12,15
897,CD4 T 06,12
898,CD4 T 15,17
899,CD4 T 15,17
900,CD4 T 15,17
901,CD8 T 01,22
902,CD8 T 05,24
903,CD4 T 01,11
904,B Cells 05,3
905,CD4 T 17,19
906,CD4 T 01,11
907,Discard,31
908,CD8 T 06,25
909,CD4 T 15,17
910,CD4 T 14,16
911,CD4 T 01,11
912,Myeloid 03,43
913,CD4 T 01,11
914,Myeloid 03,43
915,CD4 T 01,11
916,CD4 T 14,16
917,B Cells 05,3
918,CD4 T 01,11
919,Others 11,53
920,CD8 T 17,30
921,CD4 T 12,15
922,CD4 T 14,16
923,CD4 T 06,12
924,CD4 T 01,11
925,CD4 T 01,11
926,CD8 T 01,22
927,CD4 T 01,11
928,CD4 T 14,16
929,CD4 T 17,19
930,CD4 T 12,15
931,CD4 T 15,17
932,CD4 T 01,11
933,CD8 T 01,22
934,B Cells 12,5
935,CD4 T 01,11
936,CD4 T 01,11
937,CD4 T 01,11
938,CD4 T 01,11
939,CD4 T 06,12
940,CD8 T 01,22
941,CD4 T 17,19
942,CD4 T 17,19
943,CD4 T 17,19
944,CD8 T 01,22
945,CD8 T 06,25
946,CD8 T 05,24
947,CD4 T 01,11
948,Myeloid 03,43
949,Others 01,49
950,CD4 T 01,11
951,CD4 T 16,18
952,ILCs 10,37
953,B Cells 05,3
954,CD4 T 14,16
955,CD8 T 05,24
956,CD4 T 01,11
957,CD8 T 01,22
958,CD8 T 06,25
959,ILCs 09,36
960,CD4 T 01,11
961,CD4 T 01,11
962,TCRgd 02,55
963,CD4 T 01,11
964,B Cells 19,8
965,CD8 T 01,22
966,CD4 T 17,19
967,CD8 T 08,27
968,CD8 T 01,22
969,CD4 T 01,11
970,B Cells 05,3
971,CD4 T 06,12
972,CD4 T 06,12
973,CD4 T 16,18
974,CD4 T 01,11
975,CD4 T 01,11
976,CD4 T 12,15
977,B Cells 05,3
978,B Cells 12,5
979,CD4 T 01,11
980,CD4 T 01,11
981,CD4 T 01,11
982,CD8 T 01,22
983,CD4 T 01,11
984,Myeloid 10,44
985,CD4 T 01,11
986,CD8 T 05,24
987,CD8 T 05,24
988,CD4 T 06,12
989,CD4 T 12,15
990,CD8 T 01,22
991,CD4 T 01,11
992,Myeloid 17,45
993,CD4 T 01,11
994,CD4 T 06,12
995,CD4 T 01,11
996,TCRgd 02,55
997,CD4 T 01,11
998,CD4 T 01,11
999,CD4 T 17,19
1000,CD8 T 01,22
1001,CD4 T 01,11
1002,CD4 T 14,16
1003,CD4 T 01,11
1004,CD8 T 05,24
1005,CD4 T 06,12
1006,CD4 T 06,12
1007,CD4 T 14,16
1008,B Cells 19,8
1009,CD4 T 16,18
1010,Myeloid 03,43
1011,CD8 T 01,22
1012,CD8 T 05,24
1013,CD8 T 01,22
1014,CD4 T 01,11
1015,CD8 T 01,22
1016,CD4 T 01,11
1017,CD4 T 15,17
1018,B Cells 05,3
1019,CD8 T 08,27
1020,CD4 T 14,16
1021,CD4 T 06,12
1022,TCRgd 02,55
1023,CD4 T 06,12
1024,CD4 T 06,12
1025,TCRgd 03,56
1026,CD4 T 01,11
1027,CD4 T 01,11
1028,CD4 T 01,11
1029,CD4 T 01,11
1030,CD4 T 01,11
1031,CD4 T 17,19
1032,TCRgd 02,55
1033,CD8 T 01,22
1034,CD4 T 18,20
1035,CD4 T 12,15
1036,CD8 T 01,22
1037,CD4 T 06,12
1038,CD4 T 01,11
1039,CD8 T 01,22
1040,CD4 T 06,12
1041,CD4 T 16,18
1042,CD4 T 06,12
1043,CD4 T 06,12
1044,ILCs 10,37
1045,CD4 T 17,19
1046,CD4 T 01,11
1047,CD4 T 01,11
1048,CD4 T 01,11
1049,CD4 T 01,11
1050,CD4 T 08,13
1051,CD4 T 06,12
1052,CD4 T 01,11
1053,CD4 T 14,16
1054,CD4 T 15,17
1055,CD4 T 06,12
1056,CD8 T 05,24
1057,CD4 T 17,19
1058,CD4 T 01,11
1059,CD4 T 11,14
1060,CD4 T 06,12
1061,CD4 T 01,11
1062,CD4 T 06,12
1063,CD4 T 01,11
1064,TCRgd 04,57
1065,CD4 T 01,11
1066,CD4 T 06,12
1067,CD4 T 01,11
1068,CD8 T 01,22
1069,CD4 T 17,19
1070,CD4 T 17,19
1071,CD4 T 01,11
1072,CD4 T 19,21
1073,CD4 T 01,11
1074,TCRgd 02,55
1075,CD4 T 18,20
1076,CD4 T 01,11
1077,CD4 T 18,20
1078,CD4 T 12,15
1079,CD8 T 01,22
1080,CD4 T 06,12
1081,CD4 T 01,11
1082,CD8 T 01,22
1083,CD4 T 06,12
1084,CD4 T 01,11
1085,B Cells 05,3
1086,Myeloid 03,43
1087,CD4 T 12,15
1088,CD4 T 01,11
1089,CD4 T 14,16
1090,CD4 T 12,15
1091,CD8 T 05,24
1092,CD4 T 01,11
1093,CD4 T 06,12
1094,CD4 T 17,19
1095,CD4 T 01,11
1096,CD4 T 01,11
1097,CD4 T 01,11
1098,CD4 T 18,20
1099,CD4 T 18,20
1100,Others 01,49
1101,CD4 T 06,12
1102,Myeloid 17,45
1103,CD4 T 01,11
1104,CD4 T 16,18
1105,CD4 T 01,11
1106,CD4 T 08,13
1107,CD4 T 06,12
1108,CD4 T 01,11
1109,CD4 T 06,12
1110,CD8 T 01,22
1111,CD4 T 01,11
1112,CD4 T 01,11
1113,CD4 T 12,15
1114,CD4 T 15,17
1115,CD4 T 12,15
1116,CD4 T 12,15
1117,B Cells 05,3
1118,CD4 T 01,11
1119,CD4 T 01,11
1120,CD4 T 17,19
1121,CD4 T 14,16
1122,CD8 T 05,24
1123,CD4 T 12,15
1124,B Cells 19,8
1125,CD4 T 14,16
1126,CD4 T 06,12
1127,Myeloid 03,43
1128,CD4 T 11,14
1129,CD4 T 01,11
1130,CD4 T 17,19
1131,CD4 T 01,11
1132,CD4 T 01,11
1133,CD4 T 14,16
1134,CD4 T 01,11
1135,Myeloid 03,43
1136,CD4 T 01,11
1137,CD4 T 17,19
1138,CD4 T 14,16
1139,CD4 T 01,11
1140,CD4 T 14,16
1141,CD4 T 01,11
1142,CD4 T 01,11
1143,TCRgd 04,57
1144,B Cells 19,8
1145,Myeloid 03,43
1146,CD4 T 16,18
1147,B Cells 12,5
1148,CD8 T 01,22
1149,CD4 T 16,18
1150,CD4 T 06,12
1151,CD8 T 07,26
1152,CD4 T 01,11
1153,CD8 T 07,26
1154,CD4 T 18,20
1155,CD4 T 06,12
1156,CD4 T 12,15
1157,CD4 T 01,11
1158,CD4 T 15,17
1159,CD4 T 06,12
1160,CD4 T 06,12
1161,CD4 T 01,11
1162,CD4 T 01,11
1163,CD4 T 01,11
1164,CD4 T 06,12
