,0,label
156,B Cells 05,3
157,CD8 T 07,26
158,CD8 T 05,24
159,CD4 T 14,16
160,CD8 T 01,22
161,ILCs 19,41
162,CD8 T 05,24
163,B Cells 05,3
164,CD8 T 05,24
165,B Cells 19,8
166,CD4 T 14,16
167,Myeloid 10,44
168,CD4 T 06,12
169,CD8 T 01,22
170,CD4 T 06,12
171,B Cells 05,3
172,CD8 T 17,30
173,CD8 T 14,29
174,CD8 T 01,22
175,CD4 T 14,16
176,CD4 T 06,12
177,TCRgd 02,55
178,CD4 T 12,15
179,B Cells 05,3
180,CD4 T 12,15
181,CD4 T 01,11
182,CD4 T 06,12
183,CD4 T 12,15
184,B Cells 16,7
185,CD4 T 06,12
186,CD4 T 06,12
187,CD4 T 01,11
188,CD8 T 05,24
189,Myeloid 17,45
190,CD4 T 01,11
191,CD4 T 18,20
192,CD4 T 17,19
193,B Cells 05,3
194,CD8 T 04,23
195,CD4 T 12,15
196,CD8 T 01,22
197,B Cells 05,3
198,CD4 T 01,11
199,CD4 T 01,11
200,CD4 T 01,11
201,TCRgd 02,55
202,CD8 T 04,23
203,B Cells 05,3
204,CD4 T 01,11
205,Others 11,53
206,B Cells 05,3
207,B Cells 05,3
208,CD8 T 06,25
209,CD8 T 07,26
210,B Cells 21,9
211,CD4 T 18,20
212,CD8 T 07,26
213,CD8 T 07,26
214,CD4 T 01,11
215,CD8 T 01,22
216,CD4 T 12,15
217,CD4 T 14,16
218,CD8 T 05,24
219,CD4 T 01,11
220,CD4 T 06,12
221,CD4 T 01,11
222,CD8 T 07,26
223,TCRgd 02,55
224,CD4 T 14,16
225,CD4 T 14,16
226,CD4 T 06,12
227,CD4 T 14,16
228,CD8 T 04,23
229,B Cells 05,3
230,CD4 T 06,12
231,CD4 T 14,16
232,ILCs 18,40
233,ILCs 09,36
234,CD4 T 01,11
235,B Cells 05,3
236,Myeloid 03,43
237,B Cells 05,3
238,B Cells 05,3
239,CD8 T 01,22
240,CD8 T 01,22
241,CD8 T 06,25
242,B Cells 05,3
243,CD4 T 01,11
244,B Cells 14,6
245,B Cells 19,8
246,ILCs 03,34
247,Myeloid 03,43
248,CD8 T 05,24
249,CD4 T 06,12
250,B Cells 05,3
251,Myeloid 03,43
252,CD4 T 12,15
253,CD4 T 01,11
254,B Cells 05,3
255,Myeloid 17,45
256,CD4 T 01,11
257,CD4 T 01,11
258,CD4 T 01,11
259,CD8 T 04,23
260,CD8 T 06,25
261,CD4 T 06,12
262,B Cells 05,3
263,B Cells 02,1
264,CD4 T 14,16
265,ILCs 18,40
266,CD4 T 01,11
267,CD4 T 06,12
268,CD4 T 01,11
269,CD8 T 01,22
270,CD4 T 14,16
271,CD4 T 12,15
272,CD4 T 06,12
273,CD4 T 14,16
274,CD8 T 05,24
275,Others 11,53
276,CD4 T 01,11
277,CD8 T 01,22
278,Others 11,53
279,CD8 T 05,24
280,ILCs 19,41
281,CD8 T 01,22
282,CD4 T 15,17
283,ILCs 18,40
284,CD4 T 12,15
285,B Cells 05,3
286,CD4 T 01,11
287,B Cells 21,9
288,CD4 T 06,12
289,CD8 T 04,23
290,CD4 T 16,18
291,CD8 T 01,22
292,B Cells 12,5
293,CD8 T 01,22
294,B Cells 05,3
295,ILCs 18,40
296,CD8 T 05,24
297,CD4 T 06,12
298,CD8 T 05,24
299,CD4 T 01,11
300,CD4 T 01,11
301,B Cells 05,3
302,CD4 T 14,16
303,CD4 T 01,11
304,CD4 T 14,16
305,CD8 T 14,29
306,CD4 T 01,11
307,Others 11,53
308,CD8 T 17,30
309,B Cells 05,3
310,CD4 T 01,11
311,CD4 T 01,11
312,CD4 T 18,20
313,CD4 T 01,11
314,B Cells 05,3
315,TCRgd 01,54
316,B Cells 05,3
317,CD8 T 01,22
318,CD4 T 01,11
319,B Cells 05,3
320,CD8 T 04,23
321,CD4 T 14,16
322,CD8 T 05,24
323,CD8 T 04,23
324,B Cells 05,3
325,CD8 T 01,22
326,CD4 T 14,16
327,CD4 T 14,16
328,CD4 T 06,12
329,B Cells 12,5
330,Myeloid 03,43
331,CD8 T 01,22
332,B Cells 12,5
333,TCRgd 03,56
334,B Cells 05,3
335,ILCs 18,40
336,CD4 T 01,11
337,B Cells 12,5
338,CD8 T 05,24
339,CD8 T 01,22
340,B Cells 05,3
341,CD4 T 17,19
342,B Cells 05,3
343,B Cells 05,3
344,ILCs 09,36
345,CD4 T 01,11
346,B Cells 16,7
347,CD8 T 01,22
348,CD8 T 14,29
349,CD8 T 05,24
350,B Cells 12,5
351,CD4 T 08,13
352,CD8 T 08,27
353,CD4 T 18,20
354,TCRgd 03,56
355,CD4 T 11,14
356,B Cells 05,3
357,TCRgd 02,55
358,CD8 T 01,22
359,CD4 T 01,11
360,B Cells 05,3
361,CD8 T 06,25
362,Myeloid 03,43
363,CD4 T 06,12
364,B Cells 12,5
365,B Cells 19,8
366,Myeloid 03,43
367,TCRgd 01,54
368,Myeloid 03,43
369,B Cells 05,3
370,Myeloid 03,43
371,B Cells 19,8
372,CD4 T 14,16
373,CD4 T 08,13
374,CD4 T 01,11
375,CD4 T 01,11
376,Others 11,53
377,B Cells 05,3
378,CD4 T 16,18
379,CD4 T 12,15
380,CD8 T 05,24
381,TCRgd 02,55
382,CD4 T 06,12
383,B Cells 19,8
384,ILCs 10,37
385,CD4 T 15,17
386,CD4 T 06,12
387,CD8 T 04,23
388,CD8 T 06,25
389,CD4 T 01,11
390,CD4 T 06,12
391,TCRgd 01,54
392,TCRgd 03,56
393,CD4 T 06,12
394,B Cells 05,3
395,CD4 T 14,16
396,Myeloid 17,45
397,CD4 T 01,11
398,B Cells 05,3
399,CD8 T 01,22
400,TCRgd 02,55
401,CD4 T 14,16
402,B Cells 05,3
403,CD8 T 01,22
404,CD4 T 06,12
405,B Cells 19,8
406,CD8 T 01,22
407,CD8 T 14,29
408,Myeloid 03,43
409,Myeloid 03,43
410,B Cells 19,8
411,CD4 T 08,13
412,Myeloid 17,45
413,TCRgd 02,55
414,CD4 T 14,16
415,CD4 T 15,17
416,B Cells 12,5
417,CD4 T 01,11
418,CD8 T 05,24
419,CD4 T 18,20
420,CD8 T 01,22
421,CD8 T 04,23
422,CD8 T 01,22
423,Myeloid 10,44
424,CD4 T 01,11
425,B Cells 16,7
426,CD8 T 01,22
427,CD4 T 06,12
428,CD4 T 01,11
429,Myeloid 03,43
430,CD4 T 12,15
431,B Cells 05,3
432,ILCs 19,41
433,CD4 T 06,12
434,B Cells 05,3
435,CD8 T 08,27
436,CD4 T 06,12
437,B Cells 12,5
438,CD8 T 01,22
439,CD4 T 01,11
440,CD4 T 06,12
441,CD8 T 01,22
442,CD4 T 01,11
443,CD4 T 14,16
444,B Cells 12,5
445,B Cells 05,3
446,B Cells 05,3
447,CD8 T 05,24
448,CD4 T 06,12
449,B Cells 14,6
450,CD4 T 06,12
451,TCRgd 02,55
452,CD4 T 01,11
453,CD4 T 01,11
454,CD4 T 06,12
455,CD8 T 01,22
456,B Cells 12,5
457,CD4 T 14,16
458,CD8 T 06,25
459,TCRgd 04,57
460,CD4 T 01,11
461,CD4 T 01,11
462,CD4 T 06,12
463,CD8 T 01,22
464,B Cells 05,3
465,Others 02,50
466,ILCs 18,40
467,B Cells 05,3
468,B Cells 16,7
469,CD4 T 01,11
470,CD4 T 08,13
471,B Cells 05,3
472,Others 11,53
473,CD8 T 01,22
474,CD4 T 01,11
475,CD8 T 07,26
476,CD4 T 06,12
477,B Cells 19,8
478,CD4 T 14,16
479,TCRgd 01,54
480,CD4 T 06,12
481,B Cells 05,3
482,CD4 T 06,12
483,Myeloid 03,43
484,CD4 T 06,12
485,CD8 T 01,22
486,CD4 T 06,12
487,CD4 T 01,11
488,Myeloid 21,48
489,CD8 T 01,22
490,CD8 T 01,22
491,B Cells 05,3
492,Myeloid 03,43
493,CD8 T 01,22
494,CD4 T 01,11
495,CD4 T 12,15
496,CD4 T 01,11
497,B Cells 05,3
498,CD4 T 06,12
499,ILCs 19,41
500,CD8 T 01,22
501,CD4 T 01,11
502,CD4 T 01,11
503,CD8 T 01,22
504,CD8 T 05,24
505,CD8 T 05,24
506,CD4 T 11,14
507,CD4 T 12,15
508,CD4 T 01,11
509,CD4 T 06,12
510,B Cells 19,8
511,CD8 T 01,22
512,B Cells 05,3
513,CD4 T 01,11
514,B Cells 05,3
515,B Cells 19,8
516,TCRgd 02,55
517,CD4 T 01,11
518,CD4 T 06,12
519,CD8 T 04,23
520,CD4 T 01,11
521,CD4 T 08,13
522,CD8 T 07,26
523,TCRgd 02,55
524,B Cells 05,3
525,CD8 T 04,23
526,B Cells 05,3
527,Myeloid 03,43
528,CD4 T 01,11
529,CD8 T 01,22
530,B Cells 19,8
531,Myeloid 10,44
532,B Cells 19,8
533,CD4 T 06,12
534,CD4 T 06,12
535,CD4 T 12,15
536,CD8 T 01,22
537,TCRgd 01,54
538,CD8 T 07,26
539,CD4 T 01,11
540,CD4 T 01,11
541,CD8 T 01,22
542,B Cells 05,3
543,CD4 T 01,11
544,CD4 T 08,13
545,B Cells 05,3
546,CD4 T 18,20
547,CD4 T 01,11
548,CD4 T 15,17
549,CD4 T 01,11
550,B Cells 12,5
551,B Cells 12,5
552,CD8 T 06,25
553,B Cells 12,5
554,ILCs 09,36
555,CD4 T 01,11
556,CD8 T 01,22
557,CD4 T 01,11
558,CD4 T 01,11
559,CD8 T 06,25
560,CD4 T 01,11
561,B Cells 05,3
562,CD4 T 01,11
563,CD4 T 01,11
564,Myeloid 03,43
565,CD8 T 14,29
566,Myeloid 17,45
567,CD8 T 01,22
568,B Cells 05,3
569,CD4 T 01,11
570,CD8 T 01,22
571,CD4 T 01,11
572,ILCs 16,39
573,B Cells 05,3
574,CD4 T 06,12
575,CD4 T 14,16
576,CD8 T 05,24
577,CD8 T 05,24
578,CD8 T 01,22
579,CD4 T 14,16
580,CD4 T 06,12
581,ILCs 19,41
582,CD4 T 06,12
583,CD4 T 01,11
584,CD8 T 01,22
585,ILCs 09,36
586,CD8 T 01,22
587,ILCs 19,41
588,CD8 T 01,22
589,CD4 T 01,11
590,Myeloid 17,45
591,ILCs 11,38
592,ILCs 19,41
593,CD4 T 01,11
594,TCRgd 01,54
595,CD4 T 14,16
596,CD8 T 08,27
597,CD4 T 01,11
598,CD4 T 14,16
599,CD8 T 01,22
600,CD4 T 06,12
601,CD8 T 01,22
602,B Cells 19,8
603,B Cells 05,3
604,B Cells 05,3
605,CD4 T 01,11
606,CD8 T 01,22
607,CD4 T 17,19
608,CD4 T 14,16
609,B Cells 12,5
610,CD4 T 15,17
611,B Cells 16,7
612,B Cells 05,3
613,CD4 T 17,19
614,CD8 T 05,24
615,CD4 T 14,16
616,CD4 T 14,16
617,CD8 T 05,24
618,CD4 T 01,11
619,B Cells 05,3
620,B Cells 19,8
621,B Cells 05,3
622,B Cells 05,3
623,B Cells 05,3
624,CD4 T 12,15
625,CD8 T 01,22
626,CD4 T 06,12
627,CD4 T 17,19
628,CD8 T 01,22
629,Discard,31
630,CD4 T 06,12
631,CD4 T 14,16
632,B Cells 21,9
633,B Cells 05,3
634,ILCs 19,41
635,CD8 T 01,22
636,CD8 T 05,24
637,CD4 T 14,16
638,CD4 T 12,15
639,CD4 T 11,14
640,CD4 T 01,11
641,CD8 T 06,25
642,CD4 T 06,12
643,CD4 T 15,17
644,CD8 T 05,24
645,CD8 T 05,24
646,CD4 T 01,11
647,CD4 T 06,12
648,CD4 T 01,11
649,B Cells 05,3
650,B Cells 19,8
651,CD8 T 01,22
652,B Cells 19,8
653,B Cells 19,8
654,CD8 T 05,24
655,CD8 T 01,22
656,CD4 T 06,12
657,CD4 T 18,20
658,CD8 T 05,24
659,B Cells 05,3
660,CD4 T 17,19
661,CD4 T 14,16
662,CD4 T 01,11
663,Myeloid 20,47
664,CD4 T 15,17
665,CD4 T 14,16
666,CD8 T 01,22
667,CD4 T 12,15
668,CD4 T 01,11
669,CD4 T 01,11
670,CD4 T 14,16
671,CD8 T 01,22
672,TCRgd 02,55
673,CD4 T 16,18
674,CD4 T 06,12
675,CD4 T 01,11
676,CD8 T 01,22
677,CD8 T 05,24
678,B Cells 19,8
679,B Cells 12,5
680,CD4 T 14,16
681,CD4 T 01,11
682,CD8 T 05,24
683,CD4 T 06,12
684,B Cells 01,0
685,Myeloid 03,43
686,CD4 T 01,11
687,CD8 T 05,24
688,B Cells 05,3
689,CD4 T 14,16
690,CD8 T 01,22
691,CD4 T 14,16
692,TCRgd 02,55
693,Myeloid 03,43
694,CD8 T 01,22
695,CD8 T 05,24
696,CD4 T 01,11
697,CD8 T 01,22
698,CD8 T 01,22
699,CD4 T 08,13
700,Others 01,49
701,B Cells 05,3
702,B Cells 05,3
703,CD8 T 01,22
704,Others 02,50
705,CD8 T 05,24
706,B Cells 05,3
707,CD8 T 01,22
708,CD4 T 01,11
709,CD4 T 06,12
710,CD4 T 06,12
711,ILCs 10,37
712,CD8 T 01,22
713,CD8 T 04,23
714,CD4 T 01,11
715,CD4 T 12,15
716,CD4 T 06,12
717,B Cells 05,3
718,CD4 T 18,20
719,CD4 T 14,16
720,B Cells 05,3
721,CD4 T 14,16
722,CD4 T 01,11
723,Myeloid 17,45
724,CD4 T 01,11
725,Discard,31
726,CD4 T 14,16
727,CD8 T 01,22
728,TCRgd 03,56
729,B Cells 05,3
730,CD4 T 01,11
731,CD4 T 01,11
732,B Cells 05,3
733,B Cells 05,3
734,CD4 T 06,12
735,TCRgd 04,57
736,B Cells 12,5
737,CD8 T 06,25
738,CD4 T 01,11
739,CD4 T 19,21
740,B Cells 19,8
741,ILCs 18,40
742,TCRgd 01,54
743,CD4 T 06,12
744,Myeloid 03,43
745,CD8 T 01,22
746,Myeloid 03,43
747,CD4 T 12,15
748,CD4 T 11,14
749,CD4 T 01,11
750,ILCs 01,32
751,B Cells 19,8
752,CD8 T 01,22
753,CD8 T 07,26
754,CD4 T 01,11
755,TCRgd 02,55
756,ILCs 19,41
757,CD8 T 01,22
758,ILCs 10,37
759,CD4 T 01,11
760,CD4 T 12,15
761,CD4 T 01,11
762,CD4 T 01,11
763,CD8 T 01,22
764,CD4 T 14,16
765,CD4 T 01,11
766,CD8 T 06,25
767,CD4 T 06,12
768,CD8 T 17,30
769,ILCs 18,40
770,CD4 T 01,11
771,CD8 T 06,25
772,B Cells 05,3
773,CD8 T 01,22
774,CD4 T 01,11
775,Myeloid 03,43
776,CD4 T 01,11
777,B Cells 05,3
778,Others 02,50
779,CD8 T 04,23
780,B Cells 05,3
781,CD4 T 18,20
782,CD4 T 12,15
783,B Cells 19,8
784,TCRgd 01,54
785,CD8 T 05,24
786,B Cells 12,5
787,CD8 T 01,22
788,CD4 T 06,12
789,CD4 T 17,19
790,B Cells 19,8
791,CD4 T 14,16
792,CD4 T 01,11
793,B Cells 05,3
794,Myeloid 03,43
795,B Cells 19,8
796,B Cells 05,3
797,CD8 T 04,23
798,CD8 T 05,24
799,CD4 T 15,17
800,B Cells 19,8
801,TCRgd 01,54
802,CD4 T 14,16
803,CD8 T 01,22
804,CD4 T 12,15
805,CD4 T 01,11
806,CD8 T 05,24
807,CD8 T 01,22
808,B Cells 19,8
809,CD4 T 06,12
810,B Cells 12,5
811,B Cells 19,8
812,CD8 T 06,25
813,Myeloid 03,43
814,CD4 T 15,17
815,CD8 T 01,22
816,Myeloid 03,43
817,CD8 T 01,22
818,TCRgd 03,56
819,CD8 T 06,25
820,Myeloid 03,43
821,CD4 T 01,11
822,CD8 T 14,29
823,CD8 T 01,22
824,B Cells 05,3
825,CD4 T 01,11
826,CD4 T 12,15
827,B Cells 05,3
828,B Cells 05,3
829,CD4 T 08,13
830,CD8 T 05,24
831,Others 02,50
832,CD4 T 06,12
833,ILCs 19,41
834,CD4 T 14,16
835,CD4 T 08,13
836,CD4 T 01,11
837,CD4 T 14,16
838,CD4 T 14,16
839,CD4 T 12,15
840,CD4 T 14,16
841,CD4 T 01,11
842,CD4 T 06,12
843,Myeloid 17,45
844,CD4 T 06,12
845,CD8 T 01,22
846,CD8 T 01,22
847,CD4 T 12,15
848,CD4 T 14,16
849,B Cells 05,3
850,CD8 T 05,24
851,CD4 T 01,11
852,CD4 T 01,11
853,CD4 T 11,14
854,CD4 T 12,15
855,CD4 T 01,11
856,CD4 T 14,16
857,CD8 T 01,22
858,CD4 T 14,16
859,CD4 T 14,16
860,CD8 T 04,23
861,CD8 T 01,22
862,CD4 T 12,15
863,B Cells 05,3
864,CD4 T 06,12
865,TCRgd 01,54
866,CD4 T 06,12
867,CD4 T 14,16
868,B Cells 12,5
869,CD8 T 14,29
870,CD4 T 11,14
871,Myeloid 03,43
872,CD8 T 01,22
873,TCRgd 01,54
874,CD8 T 01,22
875,CD4 T 06,12
876,CD8 T 07,26
877,CD4 T 16,18
878,CD8 T 01,22
879,CD4 T 16,18
880,CD8 T 04,23
881,CD4 T 06,12
882,CD8 T 14,29
883,CD4 T 06,12
884,CD4 T 01,11
885,Others 01,49
886,CD4 T 01,11
887,CD8 T 01,22
888,Myeloid 10,44
889,B Cells 12,5
890,CD4 T 01,11
891,B Cells 02,1
892,B Cells 05,3
893,CD4 T 15,17
894,CD8 T 04,23
895,CD8 T 14,29
896,CD4 T 01,11
897,CD4 T 01,11
898,B Cells 05,3
899,TCRgd 02,55
900,CD8 T 04,23
901,CD4 T 01,11
902,CD4 T 01,11
903,CD4 T 14,16
904,CD4 T 14,16
905,CD8 T 01,22
906,CD4 T 01,11
907,CD4 T 12,15
908,B Cells 05,3
909,Myeloid 03,43
910,CD8 T 05,24
911,CD4 T 01,11
912,CD4 T 06,12
913,CD4 T 01,11
914,B Cells 05,3
915,CD4 T 15,17
916,TCRgd 01,54
917,CD4 T 01,11
918,B Cells 05,3
919,CD4 T 01,11
920,CD4 T 01,11
921,CD8 T 14,29
922,CD4 T 12,15
923,B Cells 12,5
924,TCRgd 02,55
925,Myeloid 03,43
926,CD4 T 17,19
927,B Cells 21,9
928,B Cells 05,3
929,CD4 T 18,20
930,CD4 T 08,13
931,CD4 T 01,11
932,CD8 T 01,22
933,CD8 T 01,22
934,B Cells 19,8
935,CD4 T 14,16
936,TCRgd 03,56
937,CD8 T 01,22
938,CD4 T 15,17
939,CD8 T 04,23
940,B Cells 19,8
941,CD4 T 01,11
942,CD4 T 15,17
943,CD8 T 01,22
944,CD4 T 01,11
945,CD4 T 06,12
946,CD8 T 06,25
947,B Cells 05,3
948,CD4 T 06,12
949,CD8 T 01,22
950,B Cells 05,3
951,CD4 T 06,12
952,CD4 T 12,15
953,CD4 T 06,12
954,CD4 T 01,11
955,B Cells 05,3
956,TCRgd 02,55
957,CD4 T 06,12
958,CD8 T 14,29
959,B Cells 02,1
960,CD4 T 15,17
961,CD4 T 01,11
962,TCRgd 02,55
963,TCRgd 03,56
964,CD4 T 01,11
965,CD8 T 07,26
966,CD8 T 14,29
967,CD4 T 01,11
968,ILCs 19,41
969,CD8 T 08,27
970,B Cells 05,3
971,CD4 T 06,12
972,CD4 T 01,11
973,B Cells 05,3
974,ILCs 19,41
975,CD4 T 11,14
976,CD4 T 08,13
977,CD4 T 14,16
978,CD8 T 01,22
979,B Cells 16,7
980,CD4 T 14,16
981,CD4 T 14,16
982,B Cells 19,8
983,TCRgd 01,54
984,CD4 T 14,16
985,CD8 T 01,22
986,TCRgd 01,54
987,CD8 T 01,22
988,CD8 T 06,25
989,Myeloid 03,43
990,CD4 T 06,12
991,CD8 T 14,29
992,CD8 T 07,26
993,CD8 T 01,22
994,TCRgd 02,55
995,CD8 T 05,24
996,B Cells 05,3
997,CD8 T 17,30
998,CD4 T 01,11
999,CD4 T 01,11
1000,CD8 T 08,27
1001,CD8 T 07,26
1002,CD4 T 15,17
1003,CD8 T 04,23
1004,B Cells 05,3
1005,CD4 T 14,16
1006,Myeloid 03,43
1007,CD4 T 06,12
1008,CD4 T 01,11
1009,CD4 T 14,16
1010,B Cells 12,5
1011,B Cells 05,3
1012,CD4 T 01,11
1013,CD4 T 01,11
1014,CD8 T 06,25
1015,CD4 T 17,19
1016,CD8 T 01,22
1017,CD8 T 01,22
1018,CD4 T 01,11
1019,CD4 T 14,16
1020,B Cells 05,3
1021,Myeloid 03,43
1022,B Cells 05,3
1023,CD8 T 07,26
1024,CD4 T 01,11
1025,ILCs 11,38
1026,CD4 T 14,16
1027,CD4 T 14,16
1028,CD4 T 12,15
1029,CD8 T 05,24
1030,CD4 T 12,15
1031,Myeloid 17,45
1032,CD8 T 05,24
1033,CD4 T 12,15
1034,CD4 T 06,12
1035,CD4 T 06,12
1036,CD8 T 06,25
1037,TCRgd 02,55
1038,CD8 T 01,22
1039,Myeloid 17,45
1040,Myeloid 17,45
1041,Myeloid 03,43
1042,CD4 T 06,12
1043,CD8 T 01,22
1044,TCRgd 01,54
1045,CD4 T 12,15
1046,CD4 T 01,11
1047,CD8 T 04,23
1048,CD4 T 01,11
1049,CD4 T 16,18
1050,CD4 T 06,12
1051,CD4 T 01,11
1052,CD8 T 05,24
1053,CD4 T 01,11
1054,CD4 T 06,12
1055,CD4 T 06,12
1056,CD8 T 17,30
1057,CD4 T 01,11
1058,B Cells 12,5
1059,CD4 T 01,11
1060,CD4 T 14,16
1061,B Cells 05,3
1062,CD8 T 01,22
1063,B Cells 19,8
1064,CD4 T 14,16
1065,CD4 T 01,11
1066,TCRgd 04,57
1067,CD4 T 01,11
1068,CD8 T 01,22
1069,CD4 T 06,12
1070,ILCs 19,41
1071,CD8 T 05,24
1072,CD8 T 01,22
1073,CD8 T 05,24
1074,CD4 T 06,12
1075,CD4 T 06,12
1076,B Cells 05,3
1077,Myeloid 03,43
1078,CD4 T 01,11
1079,B Cells 05,3
1080,TCRgd 02,55
1081,CD4 T 06,12
1082,B Cells 05,3
1083,CD8 T 04,23
1084,CD8 T 01,22
1085,CD4 T 14,16
1086,CD8 T 01,22
1087,CD4 T 17,19
1088,CD4 T 15,17
1089,CD4 T 18,20
1090,Myeloid 21,48
1091,CD4 T 01,11
1092,TCRgd 01,54
1093,B Cells 05,3
1094,CD4 T 14,16
1095,B Cells 05,3
1096,CD4 T 01,11
1097,CD4 T 14,16
1098,CD4 T 06,12
1099,CD4 T 01,11
1100,CD8 T 01,22
1101,CD8 T 01,22
1102,CD8 T 01,22
1103,B Cells 19,8
1104,CD4 T 01,11
1105,CD8 T 01,22
1106,CD4 T 01,11
1107,CD4 T 01,11
1108,B Cells 19,8
1109,CD8 T 08,27
1110,CD4 T 01,11
1111,CD8 T 01,22
1112,TCRgd 02,55
1113,CD8 T 01,22
1114,CD4 T 14,16
1115,CD4 T 06,12
1116,ILCs 11,38
1117,CD4 T 01,11
1118,TCRgd 01,54
1119,CD4 T 06,12
1120,CD8 T 01,22
1121,B Cells 05,3
1122,CD8 T 04,23
1123,CD4 T 06,12
1124,CD4 T 06,12
1125,Others 11,53
1126,CD4 T 01,11
1127,CD8 T 07,26
1128,B Cells 05,3
1129,B Cells 05,3
1130,CD4 T 01,11
1131,CD4 T 01,11
1132,CD4 T 14,16
1133,B Cells 12,5
1134,TCRgd 02,55
1135,CD4 T 14,16
1136,CD8 T 08,27
1137,CD4 T 14,16
1138,CD4 T 01,11
1139,CD4 T 01,11
1140,CD4 T 06,12
1141,CD8 T 01,22
1142,Myeloid 17,45
1143,CD8 T 01,22
1144,CD4 T 06,12
1145,CD8 T 01,22
1146,CD8 T 01,22
1147,B Cells 05,3
1148,B Cells 19,8
1149,CD4 T 14,16
1150,CD4 T 01,11
1151,B Cells 19,8
1152,B Cells 05,3
1153,CD8 T 04,23
1154,CD4 T 06,12
1155,B Cells 05,3
1156,CD8 T 01,22
1157,CD8 T 04,23
1158,CD4 T 01,11
1159,CD8 T 01,22
1160,CD4 T 16,18
1161,CD4 T 06,12
1162,B Cells 21,9
1163,B Cells 19,8
1164,CD4 T 01,11
1165,CD4 T 15,17
1166,B Cells 21,9
1167,CD4 T 01,11
1168,TCRgd 01,54
1169,CD8 T 01,22
1170,B Cells 12,5
1171,CD8 T 05,24
1172,CD4 T 01,11
1173,B Cells 19,8
1174,CD8 T 05,24
1175,Myeloid 03,43
1176,CD8 T 01,22
